Sample Name,QC Flag (0 - high qulaity),Site,Plot,Year,Species,Rep,Latitude,Longitude,Elevation (m),Dbh (cm),Ht (m),Date,DOY,Time of Day,%N,LMA (g m-2),Leaf water Content,Leaf size (cm2),15N,13C,%C,C/N,Licor Obs #,PAR Setpoint (umol m-2 s-1),PAR Incident on leaf (umol m-2 s-1),PAR absorbed by leaf (umol m-2 s-1),Absorbed Shortwave Radiation (W/m-2),Heat exchange setpoint (oC),CO2 Setpoint (µmol mol?¹),H2O setpoint (mmol mol-1),Net CO2 Assimilation Rate (umol CO2 m-2 s-1),Transpiration Rate (mol m?² s?¹),Ambient CO2 (µmol mol?¹),Intercellular CO2 (µmol mol?¹),Stomatal Conductance to Water Vapor (mol m-2 s-1),Boundary Layer Conductance to Water Vapor (mol m-2 s-1),Total Conductance to Water Vapor (mol m-2 s-1),Total Conductance to CO2 (mol m-2 s-1),Leaf Temperature used for gas exchange computations (oC),Chamber Air Temperature (oC),Leaf Thermocouple 1 (oC),Saturation vapor pressure at leaf temperature  (kPa),Relative Humidity of Chamber (%),Vapor Pressure of Chamber (kPa),Saturation vapor pressure in chamber (kPa),Vapor pressure deficit at leaf temperature (kPa),LatHFlux (W m-2),SenHFlux (W m-2),NetTherm (W m-2),EBSum (W m-2),Leak from chamber  (umol s-1),Leak as percent of flow (%),Correction factor (K),Correction factor as a percent (%),Sample Cell CO2 conc (µmol mol?¹),Reference Cell CO2 conc (µmol mol?¹),Sample Cell H2O conc (mmol mol?¹),Reference Cell H2O conc (mmol mol?¹),Flow rate to chamber (µmol s?¹),Atmospheric Pressure (kPa),Fan Speed (rpm),Flow through sample cell (µmol s?¹),Flow through reference cell (µmol s?¹),filename,Net CO2 uptake (nmol g leaf-1 s-1),PSN eq 1,pSN eq 2,PSN eq 3,inti_a,a1_init,Amax_init
TF-4-QURU-207-2018,0,TF,4,2018,QURU,207,-9999,-9999,-9999,21,12,7/20/2018,201,10:58 AM,0.0229,67.6,0.56,82.18,-4.18,-29.9,0.4775,20.85,1,2000,2000.05,1681.24,321.45,-999.9,400,0,8.52,0.00183,390.8,193.45,0.0736,2.29,0.07,0.0453,33.45,32.7,33.45,5.18,54.14,2.69,4.97,2.49,-80.83,-93.14,-9.33,138.15,0,0,1,0,390.8,400.04,26.3,24.51,599.97,102.04,9970,633.93,735.2,,126.035503,8.000016,7.407421125,171.818595,7777777,0.701183432,126.035503
TF-4-QURU-207-2018,0,TF,4,2018,QURU,207,-9999,-9999,-9999,21,12,7/20/2018,201,10:59 AM,0.0229,67.6,0.56,82.18,-4.18,-29.9,0.4775,20.85,2,1500,1500.02,1261.23,241.68,-999.9,400,0,8.35,0.00172,390.94,193.45,0.0728,2.31,0.07,0.0448,32.98,32.66,32.98,5.05,54.03,2.68,4.96,2.37,-75.9,-39.66,-3.93,122.18,0,0,1,0,390.94,399.96,26.19,24.51,599.9,102.04,10100,633.88,734.94,,123.5207101,7.792218587,7.228924953,166.4708651,7777777,0.701183432,126.035503
TF-4-QURU-207-2018,0,TF,4,2018,QURU,207,-9999,-9999,-9999,21,12,7/20/2018,201,10:59 AM,0.0229,67.6,0.56,82.18,-4.18,-29.9,0.4775,20.85,3,1000,1000.21,841.38,161.88,-999.9,400,0,8.31,0.00156,391.08,193.45,0.0697,2.3,0.07,0.0429,32.46,32.58,32.46,4.9,53.93,2.66,4.93,2.24,-68.76,14.71,1.46,109.29,0,0,1,0,391.08,400,26.02,24.5,599.98,102.04,10030,634.02,735.1,,122.9289941,7.407637819,6.89675145,156.672499,7777777,0.701183432,126.035503
TF-4-QURU-207-2018,0,TF,4,2018,QURU,207,-9999,-9999,-9999,21,12,7/20/2018,201,11:00 AM,0.0229,67.6,0.56,82.18,-4.18,-29.9,0.4775,20.85,4,700,700.26,589.42,114.01,-999.9,400,0,8.03,0.00142,391.41,193.45,0.0662,2.28,0.07,0.0408,32.08,32.49,32.08,4.8,53.89,2.65,4.91,2.15,-62.73,50.7,5.06,107.03,0,0,1,0,391.41,400,25.88,24.49,600.34,102.05,9930,634.46,735.07,,118.7869823,6.965688815,6.512077744,145.5683914,0.193787,0.701183432,126.035503
TF-4-QURU-207-2018,0,TF,4,2018,QURU,207,-9999,-9999,-9999,21,12,7/20/2018,201,11:00 AM,0.0229,67.6,0.56,82.18,-4.18,-29.9,0.4775,20.85,5,400,400.21,337.38,66.13,-999.9,400,0,7.23,0.00128,392.22,193.45,0.0616,2.28,0.07,0.038,31.73,32.39,31.73,4.7,53.89,2.63,4.88,2.07,-56.26,81.29,8.09,99.24,0,0,1,0,392.22,399.95,25.73,24.49,600.34,102.04,9930,633.77,735.23,,106.9526627,6.061569895,5.715142536,123.3566585,0.3095414,0.701183432,126.035503
TF-4-QURU-207-2018,0,TF,4,2018,QURU,207,-9999,-9999,-9999,21,12,7/20/2018,201,11:01 AM,0.0229,67.6,0.56,82.18,-4.18,-29.9,0.4775,20.85,6,200,199.93,168.54,33.03,-999.9,400,0,5.44,0.00113,394.19,193.45,0.0561,2.28,0.07,0.0346,31.46,32.29,31.46,4.63,53.92,2.62,4.85,2.02,-49.85,100.83,10.02,94.04,0,0,1,0,394.19,400.07,25.59,24.49,600.28,102.04,9920,633.91,735,,80.47337278,4.650405483,4.443752952,89.98249694,0.4866864,0.701183432,126.035503
TF-4-QURU-207-2018,0,TF,4,2018,QURU,207,-9999,-9999,-9999,21,12,7/20/2018,201,11:01 AM,0.0229,67.6,0.56,82.18,-4.18,-29.9,0.4775,20.85,7,100,100.06,84.35,16.53,-999.9,400,0,3.16,0.000977,396.49,193.45,0.0488,2.3,0.07,0.0302,31.34,32.21,31.34,4.6,53.82,2.6,4.83,2,-43.07,107.83,10.62,91.91,0,0,1,0,396.49,400.04,25.44,24.48,599.92,102.05,10040,633.74,735.19,,46.74556213,3.175812282,3.07805891,56.693328,0.6360947,0.701183432,126.035503
TF-4-QURU-207-2018,0,TF,4,2018,QURU,207,-9999,-9999,-9999,21,12,7/20/2018,201,11:02 AM,0.0229,67.6,0.56,82.18,-4.18,-29.9,0.4775,20.85,8,50,50.16,42.28,8.29,-999.9,400,0,1.23,0.000797,398.47,193.45,0.0397,2.3,0.07,0.0246,31.26,32.13,31.26,4.58,53.67,2.58,4.81,2,-35.13,107.51,10.59,91.24,0,0,1,0,398.47,400.02,25.25,24.47,600.14,102.05,10030,633.6,735.23,,18.19526627,1.946570218,1.90940236,30.10233451,0.7011834,0.701183432,126.035503
TF-4-QURU-207-2018,0,TF,4,2018,QURU,207,-9999,-9999,-9999,21,12,7/20/2018,201,11:02 AM,0.0229,67.6,0.56,82.18,-4.18,-29.9,0.4775,20.85,9,10,10.11,8.52,1.67,-999.9,400,0,-0.7,0.000593,400.36,193.45,0.0294,2.28,0.07,0.0182,31.22,32.06,31.22,4.57,53.41,2.56,4.79,2.01,-26.17,103.41,10.26,89.17,0,0,1,0,400.36,399.9,25.03,24.45,599.78,102.05,9910,633.13,735.26,,-10.35502959,0.477728451,0.475457057,-0.376469468,0.6508876,0.701183432,126.035503
TF-4-QURU-207-2018,0,TF,4,2018,QURU,207,-9999,-9999,-9999,21,12,7/20/2018,201,11:03 AM,0.0229,67.6,0.56,82.18,-4.18,-29.9,0.4775,20.85,10,0,0,0,0,-999.9,400,0,-1.14,0.000434,400.94,193.45,0.0212,2.28,0.07,0.0132,31.23,32.01,31.23,4.57,53.19,2.54,4.78,2.03,-19.12,95.61,9.49,85.97,0,0,1,0,400.94,399.98,24.86,24.44,599.84,102.05,9900,632.99,735.1,,-16.86390533,0,0,-10,7777777,0.701183432,126.035503
TF-4-PIST-208-2018,0,TF,4,2018,PIST,208,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:11 AM,0.0126,178.75,0.53,-9999,-2.68,-29.06,0.4846,38.49,1,2000,2000.01,1681.21,321.45,-999.9,400,0,7.6,0.00141,397.19,178.01,0.0558,3.42,0.06,0.0346,32.96,32.15,32.96,5.04,52.52,2.53,4.82,2.51,-62.18,-149.23,-9.96,100.08,187,31,1.007,0.71,397.19,400.11,24.74,24.25,600.07,102.05,9930,394.69,733.69,,42.51748252,8.0000032,7.407410151,171.8182645,7777777,0.146573427,42.51748252
TF-4-PIST-208-2018,0,TF,4,2018,PIST,208,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:11 AM,0.0126,178.75,0.53,-9999,-2.68,-29.06,0.4846,38.49,2,1500,1500.21,1261.39,241.71,-999.9,400,0,7.18,0.00135,397.22,178.01,0.0557,3.43,0.06,0.0345,32.58,32.1,32.58,4.94,52.61,2.53,4.8,2.41,-59.45,-88.57,-5.87,87.82,186,31,1.007,0.71,397.22,399.98,24.72,24.25,599.94,102.05,9990,395.98,733.17,,40.16783217,7.792321119,7.229013197,166.4734945,7777777,0.146573427,42.51748252
TF-4-PIST-208-2018,0,TF,4,2018,PIST,208,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:12 AM,0.0126,178.75,0.53,-9999,-2.68,-29.06,0.4846,38.49,3,1000,1000.02,841.22,161.85,-999.9,400,0,6.53,0.00125,397.48,178.01,0.054,3.46,0.06,0.0335,32.19,32.05,32.19,4.83,52.71,2.52,4.79,2.3,-55.1,-25.23,-1.66,79.86,186,31,1.007,0.7,397.48,400,24.69,24.25,599.68,102.06,10090,395.43,733.63,,36.53146853,7.407429355,6.896570749,156.6672222,7777777,0.146573427,42.51748252
TF-4-PIST-208-2018,0,TF,4,2018,PIST,208,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:12 AM,0.0126,178.75,0.53,-9999,-2.68,-29.06,0.4846,38.49,4,700,700.08,589.26,113.97,-999.9,400,0,5.93,0.00119,397.71,178.01,0.0531,3.42,0.06,0.0329,31.95,31.99,31.95,4.76,52.86,2.52,4.77,2.24,-52.67,8.06,0.53,69.9,185,31,1.007,0.71,397.71,400,24.67,24.26,599.73,102.06,9950,396.4,733.69,,33.17482518,6.965332527,6.511766347,145.5595058,0.0523477,0.146573427,42.51748252
TF-4-PIST-208-2018,0,TF,4,2018,PIST,208,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:13 AM,0.0126,178.75,0.53,-9999,-2.68,-29.06,0.4846,38.49,5,400,400.05,337.24,66.1,-999.9,400,0,4.71,0.00113,398.1,178.01,0.0517,3.4,0.06,0.0321,31.68,31.92,31.68,4.69,53.03,2.52,4.75,2.17,-49.66,44.36,2.95,63.75,185,31,1.007,0.71,398.1,399.95,24.65,24.26,600.01,102.05,9870,397.36,733.6,,26.34965035,6.060835609,5.714489778,123.3388884,0.0745455,0.146573427,42.51748252
TF-4-PIST-208-2018,0,TF,4,2018,PIST,208,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:13 AM,0.0126,178.75,0.53,-9999,-2.68,-29.06,0.4846,38.49,6,200,199.85,168.47,33.02,-999.9,400,0,3.21,0.00108,398.7,178.01,0.0508,3.42,0.06,0.0315,31.45,31.84,31.45,4.63,53.24,2.52,4.73,2.11,-47.47,72.65,4.8,63,184,31,1.007,0.7,398.7,400,24.64,24.27,600.06,102.06,9940,397.99,733.5,,17.95804196,4.649539641,4.442962345,89.96248593,0.1071329,0.146573427,42.51748252
TF-4-PIST-208-2018,0,TF,4,2018,PIST,208,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:13 AM,0.0126,178.75,0.53,-9999,-2.68,-29.06,0.4846,38.49,7,100,99.89,84.21,16.5,-999.9,400,0,1.76,0.00104,399.21,178.01,0.0498,3.48,0.06,0.0309,31.33,31.76,31.33,4.6,53.46,2.52,4.71,2.08,-45.84,82.37,5.34,58.38,185,31,1.007,0.69,399.21,399.98,24.63,24.27,600.27,102.06,10170,397.58,733.21,,9.846153846,3.172385101,3.074839355,56.61775985,0.1331469,0.146573427,42.51748252
TF-4-PIST-208-2018,0,TF,4,2018,PIST,208,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:14 AM,0.0126,178.75,0.53,-9999,-2.68,-29.06,0.4846,38.49,8,50,50.01,42.16,8.26,-999.9,400,0,0.69,0.000991,399.55,178.01,0.0482,3.46,0.06,0.0299,31.2,31.68,31.2,4.56,53.69,2.52,4.69,2.05,-43.72,88.19,5.75,58.49,185,31,1.007,0.7,399.55,399.94,24.62,24.27,600.02,102.06,10080,397.63,733.31,,3.86013986,1.94204919,1.90505214,30.00639974,0.1465734,0.146573427,42.51748252
TF-4-PIST-208-2018,0,TF,4,2018,PIST,208,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:14 AM,0.0126,178.75,0.53,-9999,-2.68,-29.06,0.4846,38.49,9,10,9.88,8.33,1.63,-999.9,400,0,-0.62,0.000991,400.02,178.01,0.0485,3.4,0.06,0.0301,31.16,31.64,31.16,4.55,53.79,2.52,4.68,2.03,-43.7,89.73,5.95,53.62,184,31,1.007,0.71,400.02,399.95,24.62,24.27,600.17,102.06,9870,398.5,733.44,,-3.468531469,0.467444479,0.465269602,-0.585096245,0,0.146573427,42.51748252
TF-4-PIST-208-2018,0,TF,4,2018,PIST,208,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:15 AM,0.0126,178.75,0.53,-9999,-2.68,-29.06,0.4846,38.49,10,0,0,0,0,-999.9,400,0,-0.58,0.000982,400.06,178.01,0.0481,3.46,0.06,0.0299,31.13,31.61,31.13,4.55,53.88,2.52,4.67,2.03,-43.3,89.06,5.81,51.57,184,31,1.007,0.69,400.06,399.99,24.62,24.27,600.03,102.06,10080,398.7,733.38,,-3.244755245,0,0,-10,7777777,0.146573427,42.51748252
TF-4-PIST-209-2018,0,TF,4,2018,PIST,209,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:25 AM,0.0131,143.51,0.62,-9999,-2.49,-27.94,0.4993,38.16,1,2000,2000.09,1681.28,321.46,-999.9,400,0,3.93,0.000695,398.44,158.14,0.0272,3.46,0.02,0.0169,33.04,32.31,33.04,5.06,52.08,2.53,4.86,2.53,-30.67,-135.77,-8.97,146.06,204,34,1.008,0.77,398.45,399.88,24.75,24.52,599.85,102.07,10030,374.64,732.23,,27.38485123,8.000028799,7.407432098,171.8189256,7777777,0.216012821,27.38485123
TF-4-PIST-209-2018,0,TF,4,2018,PIST,209,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:26 AM,0.0131,143.51,0.62,-9999,-2.49,-27.94,0.4993,38.16,2,1500,1500.05,1261.26,241.68,-999.9,400,0,3.57,0.000617,398.77,158.14,0.0249,3.44,0.02,0.0155,32.73,32.3,32.73,4.98,52.07,2.53,4.86,2.45,-27.21,-79.39,-5.27,129.81,202,34,1.008,0.77,398.77,400.07,24.73,24.52,599.67,102.07,9950,376.69,732.1,,24.87631524,7.792234777,7.228938887,166.4712803,7777777,0.216012821,27.38485123
TF-4-PIST-209-2018,0,TF,4,2018,PIST,209,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:26 AM,0.0131,143.51,0.62,-9999,-2.49,-27.94,0.4993,38.16,3,1000,999.85,841.07,161.82,-999.9,400,0,3.58,0.000554,398.74,158.14,0.0233,3.47,0.02,0.0145,32.4,32.25,32.4,4.88,52.16,2.53,4.84,2.36,-24.45,-27.39,-1.8,108.19,199,33,1.008,0.75,398.74,400.03,24.71,24.52,599.99,102.07,10080,379.41,732.04,,24.9459968,7.407242777,6.896409018,156.6624995,7777777,0.216012821,27.38485123
TF-4-PIST-209-2018,0,TF,4,2018,PIST,209,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:27 AM,0.0131,143.51,0.62,-9999,-2.49,-27.94,0.4993,38.16,4,700,700.13,589.31,113.98,-999.9,400,0,3.26,0.000488,398.87,158.14,0.0209,3.44,0.02,0.013,32.21,32.22,32.21,4.83,52.2,2.52,4.84,2.31,-21.53,2.44,0.16,95.06,199,33,1.008,0.76,398.87,400.05,24.68,24.52,600.23,102.07,9950,380.36,731.75,,22.71618703,6.96543151,6.51185286,145.5619744,0.0396189,0.216012821,27.38485123
TF-4-PIST-209-2018,0,TF,4,2018,PIST,209,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:27 AM,0.0131,143.51,0.62,-9999,-2.49,-27.94,0.4993,38.16,5,400,399.99,337.19,66.09,-999.9,400,0,2.85,0.000441,399.05,158.14,0.0193,3.47,0.02,0.012,32.01,32.18,32.01,4.78,52.3,2.52,4.82,2.25,-19.43,31.87,2.08,80.61,196,33,1.007,0.74,399.05,400.08,24.67,24.52,599.94,102.07,10090,382.99,731.65,,19.85924326,6.060560146,5.714244897,123.3322222,0.0621908,0.216012821,27.38485123
TF-4-PIST-209-2018,0,TF,4,2018,PIST,209,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:27 AM,0.0131,143.51,0.62,-9999,-2.49,-27.94,0.4993,38.16,6,200,200.17,168.75,33.07,-999.9,400,0,1.63,0.000402,399.31,158.14,0.0179,3.45,0.02,0.0111,31.89,32.14,31.89,4.75,52.39,2.52,4.81,2.22,-17.71,46.56,3.06,64.98,195,32,1.007,0.74,399.31,399.92,24.65,24.52,600.06,102.07,10010,384.96,731.75,,11.35809351,4.653000787,4.446122664,90.04248195,0.0818758,0.216012821,27.38485123
TF-4-PIST-209-2018,0,TF,4,2018,PIST,209,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:28 AM,0.0131,143.51,0.62,-9999,-2.49,-27.94,0.4993,38.16,7,100,100.03,84.33,16.53,-999.9,400,0,0.98,0.000343,399.57,158.14,0.0155,3.42,0.02,0.00964,31.77,32.08,31.77,4.71,52.52,2.52,4.8,2.19,-15.12,57.96,3.84,63.21,194,32,1.007,0.74,399.57,399.95,24.63,24.52,600.03,102.07,9900,385.69,731.85,,6.828792419,3.175207795,3.077491059,56.67999867,0.1184586,0.216012821,27.38485123
TF-4-PIST-209-2018,0,TF,4,2018,PIST,209,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:28 AM,0.0131,143.51,0.62,-9999,-2.49,-27.94,0.4993,38.16,8,50,49.94,42.1,8.25,-999.9,400,0,0.1,0.000312,399.84,158.14,0.0142,3.45,0.02,0.00885,31.69,32.04,31.69,4.69,52.62,2.52,4.79,2.17,-13.75,64.83,4.26,63.59,193,32,1.007,0.73,399.84,399.92,24.63,24.52,599.78,102.08,9990,386.76,731.95,,0.696815553,1.939937304,1.903019911,29.96159078,0.1142778,0.216012821,27.38485123
TF-4-PIST-209-2018,0,TF,4,2018,PIST,209,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:29 AM,0.0131,143.51,0.62,-9999,-2.49,-27.94,0.4993,38.16,9,10,10.2,8.6,1.69,-999.9,400,0,-0.41,0.000275,400.13,158.14,0.0125,3.45,0.02,0.00783,31.65,32.02,31.65,4.68,52.68,2.52,4.78,2.16,-12.11,67.2,4.42,61.19,192,32,1.007,0.73,400.13,400.03,24.62,24.53,600.2,102.08,9990,388.06,731.66,,-2.856943767,0.481745619,0.479435958,-0.294957184,0.2160128,0.216012821,27.38485123
TF-4-PIST-209-2018,0,TF,4,2018,PIST,209,-9999,-9999,-9999,28,20.5,7/20/2018,201,11:29 AM,0.0131,143.51,0.62,-9999,-2.49,-27.94,0.4993,38.16,10,0,0,0,0,-999.9,400,0,-0.72,0.000239,400.22,158.14,0.011,3.4,0.02,0.00687,31.59,31.95,31.59,4.67,52.86,2.52,4.76,2.15,-10.56,65.37,4.35,59.16,192,32,1.007,0.74,400.22,400.01,24.61,24.53,600.24,102.07,9820,388.66,731.34,,-5.017071981,0,0,-10,7777777,0.216012821,27.38485123
TF-5-ACRU-210-2018,0,TF,5,2018,ACRU,210,-9999,-9999,-9999,25,21.7,7/20/2018,201,11:51 AM,0.0193,65.48,0.51,33.03,-6.57,-29.54,0.488,25.25,1,2000,2000.07,1681.26,321.46,-999.9,400,0,5.31,0.00108,394.32,143.64,0.0359,2.29,0.04,0.0223,34.91,33.59,34.91,5.62,50.79,2.65,5.22,2.97,-47.47,-162.48,-16.42,95.09,0,0,1,0,394.32,400.05,25.94,24.9,600.02,102.06,10010,630.4,729.92,,81.09346365,8.000022399,7.407426611,171.8187603,7777777,0.702504582,81.55161882
TF-5-ACRU-210-2018,0,TF,5,2018,ACRU,210,-9999,-9999,-9999,25,21.7,7/20/2018,201,11:52 AM,0.0193,65.48,0.51,33.03,-6.57,-29.54,0.488,25.25,2,1500,1500.15,1261.34,241.7,-999.9,400,0,5.34,0.00102,394.33,143.64,0.0361,2.31,0.04,0.0224,34.29,33.53,34.29,5.43,50.85,2.65,5.21,2.78,-44.76,-94.7,-9.47,92.77,0,0,1,0,394.33,400.07,25.89,24.9,599.78,102.06,10120,629.65,729.63,,81.55161882,7.792288743,7.228985333,166.4726642,7777777,0.702504582,81.55161882
TF-5-ACRU-210-2018,0,TF,5,2018,ACRU,210,-9999,-9999,-9999,25,21.7,7/20/2018,201,11:52 AM,0.0193,65.48,0.51,33.03,-6.57,-29.54,0.488,25.25,3,1000,1000.11,841.29,161.86,-999.9,400,0,5.11,0.000881,394.58,143.64,0.0337,2.29,0.04,0.0209,33.61,33.4,33.61,5.23,50.98,2.63,5.17,2.59,-38.85,-25.84,-2.59,94.57,0,0,1,0,394.58,400.04,25.76,24.9,599.91,102.06,10010,629.6,729.96,,78.03909591,7.407528109,6.896656352,156.6697219,7777777,0.702504582,81.55161882
TF-5-ACRU-210-2018,0,TF,5,2018,ACRU,210,-9999,-9999,-9999,25,21.7,7/20/2018,201,11:53 AM,0.0193,65.48,0.51,33.03,-6.57,-29.54,0.488,25.25,4,700,699.91,589.12,113.95,-999.9,400,0,4.63,0.000771,395.02,143.64,0.0308,2.3,0.04,0.0191,33.17,33.31,33.17,5.1,51.03,2.62,5.14,2.48,-33.99,16.78,1.67,98.42,0,0,1,0,395.02,399.95,25.65,24.9,600.04,102.06,10070,630.24,729.51,,70.70861332,6.964995898,6.511472131,145.5511107,0.1221747,0.702504582,81.55161882
TF-5-ACRU-210-2018,0,TF,5,2018,ACRU,210,-9999,-9999,-9999,25,21.7,7/20/2018,201,11:53 AM,0.0193,65.48,0.51,33.03,-6.57,-29.54,0.488,25.25,5,400,399.97,337.18,66.09,-999.9,400,0,4.28,0.00069,395.46,143.64,0.0287,2.28,0.04,0.0178,32.81,33.23,32.81,5,51.12,2.62,5.12,2.38,-30.43,51.97,5.22,92.84,0,0,1,0,395.46,400.02,25.58,24.91,600.1,102.06,9940,629.85,729.67,,65.36346976,6.060468312,5.714163259,123.3299998,0.2004429,0.702504582,81.55161882
TF-5-ACRU-210-2018,0,TF,5,2018,ACRU,210,-9999,-9999,-9999,25,21.7,7/20/2018,201,11:54 AM,0.0193,65.48,0.51,33.03,-6.57,-29.54,0.488,25.25,6,200,199.85,168.48,33.02,-999.9,400,0,3.58,0.000634,396.22,143.64,0.0272,2.3,0.04,0.0169,32.53,33.16,32.53,4.92,51.2,2.61,5.1,2.31,-27.97,78.13,7.77,90.95,0,0,1,0,396.22,400.05,25.53,24.91,599.71,102.06,10040,629.31,729.61,,54.67318265,4.649539641,4.442962345,89.96248593,0.3474343,0.702504582,81.55161882
TF-5-ACRU-210-2018,0,TF,5,2018,ACRU,210,-9999,-9999,-9999,25,21.7,7/20/2018,201,11:54 AM,0.0193,65.48,0.51,33.03,-6.57,-29.54,0.488,25.25,7,100,99.98,84.28,16.52,-999.9,400,0,2.53,0.000591,397.31,143.64,0.0258,2.29,0.04,0.016,32.39,33.1,32.39,4.88,51.3,2.61,5.08,2.27,-26.06,88.57,8.82,87.86,0,0,1,0,397.31,400.07,25.49,24.92,599.76,102.06,10020,629.1,729.75,,38.63775199,3.174200021,3.07654435,56.65777719,0.5345144,0.702504582,81.55161882
TF-5-ACRU-210-2018,0,TF,5,2018,ACRU,210,-9999,-9999,-9999,25,21.7,7/20/2018,201,11:55 AM,0.0193,65.48,0.51,33.03,-6.57,-29.54,0.488,25.25,8,50,50.14,42.27,8.28,-999.9,400,0,1.04,0.000515,398.72,143.64,0.0227,2.28,0.04,0.0141,32.28,33.03,32.28,4.85,51.38,2.6,5.06,2.25,-22.71,92.56,9.26,87.39,0,0,1,0,398.72,399.96,25.43,24.93,600.08,102.06,9940,629.91,728.95,,15.88271228,1.945967764,1.90882269,30.08954985,0.6139279,0.702504582,81.55161882
TF-5-ACRU-210-2018,0,TF,5,2018,ACRU,210,-9999,-9999,-9999,25,21.7,7/20/2018,201,11:55 AM,0.0193,65.48,0.51,33.03,-6.57,-29.54,0.488,25.25,9,10,10.06,8.48,1.66,-999.9,400,0,-0.51,0.000436,400.3,143.64,0.0192,2.3,0.04,0.0119,32.24,32.98,32.24,4.84,51.37,2.59,5.05,2.25,-19.22,91.83,9.09,83.36,0,0,1,0,400.3,399.96,25.35,24.93,599.94,102.06,10080,629.52,729.69,,-7.788637752,0.475494992,0.473244737,-0.421784252,0.7025046,0.702504582,81.55161882
TF-5-ACRU-210-2018,0,TF,5,2018,ACRU,210,-9999,-9999,-9999,25,21.7,7/20/2018,201,11:56 AM,0.0193,65.48,0.51,33.03,-6.57,-29.54,0.488,25.25,10,0,0,0,0,-999.9,400,0,-0.97,0.000365,400.89,143.64,0.0161,2.32,0.04,0.01,32.22,32.94,32.22,4.83,51.34,2.59,5.04,2.25,-16.11,90.7,8.92,83.52,0,0,1,0,400.89,400.06,25.28,24.93,600.02,102.05,10170,629.96,728.86,,-14.81368357,0,0,-10,7777777,0.702504582,81.55161882
TF-5-QURU-211-2018,0,TF,5,2018,QURU,211,-9999,-9999,-9999,8,3,7/20/2018,201,12:16 PM,0.0209,45.92,0.58,105.16,-3.21,-32.13,0.4746,22.71,1,2000,2000.11,1681.29,321.46,-999.9,400,0,7.63,0.00205,391.59,211.95,0.0756,2.29,0.07,0.0465,34.42,33.85,34.42,5.47,52.2,2.77,5.3,2.7,-90.21,-69.78,-7.05,154.43,0,0,1,0,391.59,400.01,27.06,25.07,600.08,102.04,10010,636.36,726.7,,166.1585366,8.000035198,7.407437584,171.8190909,7777777,1.132404181,166.3763066
TF-5-QURU-211-2018,0,TF,5,2018,QURU,211,-9999,-9999,-9999,8,3,7/20/2018,201,12:16 PM,0.0209,45.92,0.58,105.16,-3.21,-32.13,0.4746,22.71,2,1500,1500.22,1261.4,241.71,-999.9,400,0,7.62,0.00191,391.74,211.95,0.0741,2.28,0.07,0.0456,33.96,33.81,33.96,5.33,52.09,2.75,5.29,2.58,-84.25,-18.94,-1.92,136.6,0,0,1,0,391.74,400.12,26.93,25.07,599.71,102.04,9955,635.91,727.18,,165.9407666,7.792326515,7.229017841,166.4736328,7777777,1.132404181,166.3763066
TF-5-QURU-211-2018,0,TF,5,2018,QURU,211,-9999,-9999,-9999,8,3,7/20/2018,201,12:17 PM,0.0209,45.92,0.58,105.16,-3.21,-32.13,0.4746,22.71,3,1000,999.89,841.1,161.83,-999.9,400,0,7.6,0.00176,391.74,211.95,0.0718,2.29,0.07,0.0442,33.46,33.73,33.46,5.18,52.03,2.74,5.26,2.45,-77.51,32.98,3.32,120.62,0,0,1,0,391.74,400.03,26.78,25.07,599.84,102.04,9970,635.66,726.9,,165.5052265,7.407286683,6.896447077,156.6636108,7777777,1.132404181,166.3763066
TF-5-QURU-211-2018,0,TF,5,2018,QURU,211,-9999,-9999,-9999,8,3,7/20/2018,201,12:17 PM,0.0209,45.92,0.58,105.16,-3.21,-32.13,0.4746,22.71,4,700,700.05,589.24,113.97,-999.9,400,0,7.64,0.0017,391.69,211.95,0.0719,2.29,0.07,0.0442,33.15,33.66,33.15,5.09,52.09,2.73,5.24,2.36,-74.83,63.48,6.39,109.01,0,0,1,0,391.69,399.99,26.71,25.06,600.29,102.05,9960,635.75,726.42,,166.3763066,6.965273131,6.511714435,145.5580246,0.255102,1.132404181,166.3763066
